"SubjectID","Correct","Object_Asked","Correct_Image","Incorrect_Image"
"11161604","Yes","hatchet","Content/hatchet/0.jpg","NA"
"11161604","Yes","elephant","Content/elephant/1.jpg","NA"
"11161604","Yes","flamingo","Content/flamingo/2.jpg","NA"
"11161604","Yes","duck","Content/duck/0.jpg","NA"
"11161604","Yes","hug","Content/hug/0.jpg","NA"
"11161604","Yes","broccoli","Content/broccoli/0.jpg","NA"
"11161604","Yes","panda","Content/panda/0.jpg","NA"
"11161604","Yes","hexagon","Content/hexagon/1.jpg","NA"
"11161604","No","parallelogram","Content/parallelogram/1.jpg","Content/triangle/1.jpg"
"11161604","Yes","carpenter","Content/carpenter/0.jpg","NA"
"11161604","Yes","drum","Content/drum/0.jpg","NA"
"11161604","Yes","chef","Content/chef/0.jpg","NA"
"11161604","Yes","bear","Content/bear/1.jpg","NA"
"11161604","Yes","harp","Content/harp/1.jpg","NA"
"11161604","Yes","vase","Content/vase/0.jpg","NA"
"11161604","Yes","globe","Content/globe/0.jpg","NA"
"11161604","Yes","triangle","Content/triangle/1.jpg","NA"
"11161604","Yes","vegetable","Content/vegetable/2.jpg","NA"
"11161604","No","beverage","Content/beverage/1.jpg","Content/vegetable/2.jpg"
"11161604","Yes","goat","Content/goat/0.jpg","NA"
"11161605","No","hatchet","Content/hatchet/0.jpg","Content/broccoli/0.jpg"
"11161605","Yes","elephant","Content/elephant/1.jpg","NA"
"11161605","Yes","flamingo","Content/flamingo/1.jpg","NA"
"11161605","Yes","duck","Content/duck/0.jpg","NA"
"11161605","Yes","hug","Content/hug/0.jpg","NA"
"11161605","Yes","broccoli","Content/broccoli/0.jpg","NA"
"11161605","Yes","panda","Content/panda/0.jpg","NA"
"11161605","No","hexagon","Content/hexagon/1.jpg","Content/square/1.jpg"
"11161605","No","parallelogram","Content/parallelogram/1.jpg","Content/square/0.jpg"
"11161605","No","carpenter","Content/carpenter/0.jpg","Content/athlete/0.jpg"
"11161605","Yes","drum","Content/drum/0.jpg","NA"
"11161605","No","chef","Content/chef/0.jpg","Content/carpenter/1.jpg"
"11161605","Yes","bear","Content/bear/1.jpg","NA"
"11161605","No","harp","Content/harp/1.jpg","Content/globe/0.jpg"
"11161605","No","vase","Content/vase/0.jpg","Content/beverage/2.jpg"
"11161605","No","globe","Content/globe/0.jpg","Content/kiwi/0.jpg"
"11161605","Yes","triangle","Content/triangle/1.jpg","NA"
"11161605","Yes","vegetable","Content/vegetable/1.jpg","NA"
"11161605","No","beverage","Content/beverage/2.jpg","Content/broccoli/0.jpg"
"11161605","Yes","goat","Content/goat/0.jpg","NA"
"11161603","No","hatchet","Content/hatchet/0.jpg","Content/globe/1.jpg"
"11161603","Yes","elephant","Content/elephant/1.jpg","NA"
"11161603","Yes","flamingo","Content/flamingo/1.jpg","NA"
"11161603","Yes","duck","Content/duck/0.jpg","NA"
"11161603","Yes","hug","Content/hug/0.jpg","NA"
"11161603","Yes","broccoli","Content/broccoli/0.jpg","NA"
"11161603","Yes","panda","Content/panda/0.jpg","NA"
"11161603","Yes","hexagon","Content/hexagon/1.jpg","NA"
"11161603","Yes","parallelogram","Content/parallelogram/1.jpg","NA"
"11161603","No","carpenter","Content/carpenter/0.jpg","Content/dentist/1.jpg"
"11161603","Yes","drum","Content/drum/0.jpg","NA"
"11161603","No","chef","Content/chef/0.jpg","Content/dentist/0.jpg"
"11161603","Yes","bear","Content/bear/1.jpg","NA"
"11161603","Yes","harp","Content/harp/1.jpg","NA"
"11161603","Yes","vase","Content/vase/0.jpg","NA"
"11161603","No","globe","Content/globe/0.jpg","Content/vest/1.jpg"
"11161603","Yes","triangle","Content/triangle/1.jpg","NA"
"11161603","Yes","vegetable","Content/vegetable/1.jpg","NA"
"11161603","Yes","beverage","Content/beverage/2.jpg","NA"
"11161603","Yes","goat","Content/goat/0.jpg","NA"
"11161602","No","hatchet","Content/hatchet/0.jpg","Content/vase/1.jpg"
"11161602","Yes","elephant","Content/elephant/1.jpg","NA"
"11161602","No","flamingo","Content/flamingo/2.jpg","Content/goat/1.jpg"
"11161602","Yes","duck","Content/duck/0.jpg","NA"
"11161602","No","hug","Content/hug/0.jpg","Content/pull/0.jpg"
"11161602","Yes","broccoli","Content/broccoli/0.jpg","NA"
"11161602","Yes","panda","Content/panda/0.jpg","NA"
"11161602","No","hexagon","Content/hexagon/1.jpg","Content/parallelogram/0.jpg"
"11161602","Yes","parallelogram","Content/parallelogram/1.jpg","NA"
"11161602","No","carpenter","Content/carpenter/0.jpg","Content/dentist/1.jpg"
"11161602","Yes","drum","Content/drum/0.jpg","NA"
"11161602","Yes","chef","Content/chef/0.jpg","NA"
"11161602","Yes","bear","Content/bear/1.jpg","NA"
"11161602","No","harp","Content/harp/1.jpg","Content/globe/1.jpg"
"11161602","No","vase","Content/vase/0.jpg","Content/vest/0.jpg"
"11161602","No","globe","Content/globe/0.jpg","Content/kiwi/1.jpg"
"11161602","Yes","triangle","Content/triangle/1.jpg","NA"
"11161602","Yes","vegetable","Content/vegetable/2.jpg","NA"
"11161602","No","beverage","Content/beverage/1.jpg","Content/vegetable/0.jpg"
"11161602","Yes","goat","Content/goat/0.jpg","NA"
"11161601","No","hatchet","Content/hatchet/0.jpg","Content/syringe/1.jpg"
"11161601","Yes","elephant","Content/elephant/1.jpg","NA"
"11161601","Yes","flamingo","Content/flamingo/2.jpg","NA"
"11161601","Yes","duck","Content/duck/0.jpg","NA"
"11161601","Yes","hug","Content/hug/0.jpg","NA"
"11161601","Yes","broccoli","Content/broccoli/0.jpg","NA"
"11161601","Yes","panda","Content/panda/0.jpg","NA"
"11161601","Yes","hexagon","Content/hexagon/1.jpg","NA"
"11161601","No","parallelogram","Content/parallelogram/1.jpg","Content/square/1.jpg"
"11161601","No","carpenter","Content/carpenter/0.jpg","Content/dentist/1.jpg"
"11161601","Yes","drum","Content/drum/0.jpg","NA"
"11161601","Yes","chef","Content/chef/0.jpg","NA"
"11161601","Yes","bear","Content/bear/1.jpg","NA"
"11161601","Yes","harp","Content/harp/1.jpg","NA"
"11161601","Yes","vase","Content/vase/0.jpg","NA"
"11161601","Yes","globe","Content/globe/0.jpg","NA"
"11161601","Yes","triangle","Content/triangle/1.jpg","NA"
"11161601","Yes","vegetable","Content/vegetable/2.jpg","NA"
"11161601","Yes","beverage","Content/beverage/1.jpg","NA"
"11161601","Yes","goat","Content/goat/0.jpg","NA"
"1191606","Yes","hatchet","Content/hatchet/0.jpg","NA"
"1191606","Yes","elephant","Content/elephant/1.jpg","NA"
"1191606","Yes","flamingo","Content/flamingo/2.jpg","NA"
"1191606","Yes","duck","Content/duck/0.jpg","NA"
"1191606","Yes","hug","Content/hug/0.jpg","NA"
"1191606","Yes","broccoli","Content/broccoli/0.jpg","NA"
"1191606","Yes","panda","Content/panda/0.jpg","NA"
"1191606","Yes","hexagon","Content/hexagon/1.jpg","NA"
"1191606","No","parallelogram","Content/parallelogram/1.jpg","Content/pentagon/1.jpg"
"1191606","No","carpenter","Content/carpenter/0.jpg","Content/dentist/1.jpg"
"1191606","Yes","drum","Content/drum/0.jpg","NA"
"1191606","No","chef","Content/chef/0.jpg","Content/dentist/0.jpg"
"1191606","Yes","bear","Content/bear/1.jpg","NA"
"1191606","No","harp","Content/harp/1.jpg","Content/vegetable/2.jpg"
"1191606","No","vase","Content/vase/0.jpg","Content/beverage/1.jpg"
"1191606","No","vase","Content/vase/0.jpg","Content/beverage/1.jpg"
"1191606","No","globe","Content/globe/0.jpg","Content/kiwi/1.jpg"
"1191606","Yes","triangle","Content/triangle/1.jpg","NA"
"1191606","Yes","vegetable","Content/vegetable/2.jpg","NA"
"1191606","Yes","beverage","Content/beverage/1.jpg","NA"
"1191606","No","beverage","Content/beverage/1.jpg","NA"
"1191606","No","goat","Content/goat/0.jpg","Content/elephant/0.jpg"
"1191605","Yes","hatchet","Content/hatchet/1.jpg","NA"
"1191605","Yes","elephant","Content/elephant/0.jpg","NA"
"1191605","Yes","flamingo","Content/flamingo/0.jpg","NA"
"1191605","Yes","flamingo","Content/flamingo/0.jpg","NA"
"1191605","Yes","duck","Content/duck/1.jpg","NA"
"1191605","Yes","hug","Content/hug/1.jpg","NA"
"1191605","Yes","broccoli","Content/broccoli/0.jpg","NA"
"1191605","Yes","panda","Content/panda/0.jpg","NA"
"1191605","No","hexagon","Content/hexagon/0.jpg","Content/parallelogram/0.jpg"
"1191605","Yes","parallelogram","Content/parallelogram/0.jpg","NA"
"1191605","No","carpenter","Content/carpenter/1.jpg","Content/dentist/0.jpg"
"1191605","Yes","drum","Content/drum/1.jpg","NA"
"1191605","No","chef","Content/chef/1.jpg","Content/dentist/0.jpg"
"1191605","Yes","bear","Content/bear/0.jpg","NA"
"1191605","Yes","harp","Content/harp/0.jpg","NA"
"1191605","No","vase","Content/vase/1.jpg","Content/globe/0.jpg"
"1191605","Yes","globe","Content/globe/1.jpg","NA"
"1191605","Yes","triangle","Content/triangle/0.jpg","NA"
"1191605","Yes","vegetable","Content/vegetable/0.jpg","NA"
"1191605","No","beverage","Content/beverage/0.jpg","Content/kiwi/1.jpg"
"1191605","Yes","goat","Content/goat/1.jpg","NA"
"1191604","No","hatchet","Content/hatchet/1.jpg","Content/broccoli/0.jpg"
"1191604","Yes","elephant","Content/elephant/0.jpg","NA"
"1191604","Yes","flamingo","Content/flamingo/0.jpg","NA"
"1191604","Yes","duck","Content/duck/1.jpg","NA"
"1191604","Yes","hug","Content/hug/1.jpg","NA"
"1191604","Yes","broccoli","Content/broccoli/0.jpg","NA"
"1191604","Yes","panda","Content/panda/0.jpg","NA"
"1191604","Yes","hexagon","Content/hexagon/0.jpg","NA"
"1191604","Yes","parallelogram","Content/parallelogram/0.jpg","NA"
"1191604","Yes","carpenter","Content/carpenter/1.jpg","NA"
"1191604","Yes","drum","Content/drum/1.jpg","NA"
"1191604","Yes","chef","Content/chef/1.jpg","NA"
"1191604","Yes","bear","Content/bear/0.jpg","NA"
"1191604","Yes","harp","Content/harp/0.jpg","NA"
"1191604","No","vase","Content/vase/1.jpg","Content/globe/0.jpg"
"1191604","No","globe","Content/globe/1.jpg","Content/vest/1.jpg"
"1191604","Yes","triangle","Content/triangle/0.jpg","NA"
"1191604","Yes","vegetable","Content/vegetable/0.jpg","NA"
"1191604","No","beverage","Content/beverage/0.jpg","Content/kiwi/1.jpg"
"1191604","Yes","goat","Content/goat/1.jpg","NA"
"1191603","Yes","hatchet","Content/hatchet/1.jpg","NA"
"1191603","Yes","elephant","Content/elephant/0.jpg","NA"
"1191603","Yes","flamingo","Content/flamingo/2.jpg","NA"
"1191603","Yes","duck","Content/duck/1.jpg","NA"
"1191603","Yes","hug","Content/hug/1.jpg","NA"
"1191603","Yes","broccoli","Content/broccoli/0.jpg","NA"
"1191603","Yes","panda","Content/panda/0.jpg","NA"
"1191603","Yes","hexagon","Content/hexagon/0.jpg","NA"
"1191603","No","parallelogram","Content/parallelogram/0.jpg","Content/pentagon/0.jpg"
"1191603","Yes","carpenter","Content/carpenter/1.jpg","NA"
"1191603","Yes","drum","Content/drum/1.jpg","NA"
"1191603","No","chef","Content/chef/1.jpg","Content/dentist/0.jpg"
"1191603","Yes","bear","Content/bear/0.jpg","NA"
"1191603","No","harp","Content/harp/0.jpg","Content/globe/1.jpg"
"1191603","No","vase","Content/vase/1.jpg","Content/globe/0.jpg"
"1191603","Yes","globe","Content/globe/1.jpg","NA"
"1191603","Yes","triangle","Content/triangle/0.jpg","NA"
"1191603","Yes","vegetable","Content/vegetable/2.jpg","NA"
"1191603","No","beverage","Content/beverage/1.jpg","Content/vase/0.jpg"
"1191603","Yes","goat","Content/goat/1.jpg","NA"
"1191602","No","hatchet","Content/hatchet/0.jpg","Content/globe/1.jpg"
"1191602","Yes","elephant","Content/elephant/1.jpg","NA"
"1191602","Yes","flamingo","Content/flamingo/1.jpg","NA"
"1191602","Yes","duck","Content/duck/0.jpg","NA"
"1191602","Yes","hug","Content/hug/0.jpg","NA"
"1191602","Yes","broccoli","Content/broccoli/0.jpg","NA"
"1191602","Yes","panda","Content/panda/0.jpg","NA"
"1191602","Yes","hexagon","Content/hexagon/1.jpg","NA"
"1191602","Yes","parallelogram","Content/parallelogram/1.jpg","NA"
"1191602","No","carpenter","Content/carpenter/0.jpg","Content/dentist/0.jpg"
"1191602","Yes","drum","Content/drum/0.jpg","NA"
"1191602","Yes","chef","Content/chef/0.jpg","NA"
"1191602","No","bear","Content/bear/1.jpg","Content/lion/0.jpg"
"1191602","Yes","harp","Content/harp/1.jpg","NA"
"1191602","Yes","vase","Content/vase/0.jpg","NA"
"1191602","Yes","globe","Content/globe/0.jpg","NA"
"1191602","Yes","triangle","Content/triangle/1.jpg","NA"
"1191602","Yes","vegetable","Content/vegetable/1.jpg","NA"
"1191602","No","beverage","Content/beverage/2.jpg","Content/vest/0.jpg"
"1191602","Yes","goat","Content/goat/0.jpg","NA"
"1191601","No","hatchet","Content/hatchet/1.jpg","Content/globe/0.jpg"
"1191601","No","elephant","Content/elephant/0.jpg","Content/bear/0.jpg"
"1191601","No","flamingo","Content/flamingo/1.jpg","Content/bear/0.jpg"
"1191601","Yes","duck","Content/duck/1.jpg","NA"
"1191601","Yes","hug","Content/hug/1.jpg","NA"
"1191601","Yes","broccoli","Content/broccoli/0.jpg","NA"
"1191601","No","panda","Content/panda/0.jpg","Content/bear/0.jpg"
"1191601","No","hexagon","Content/hexagon/0.jpg","Content/parallelogram/0.jpg"
"1191601","No","parallelogram","Content/parallelogram/0.jpg","Content/pentagon/0.jpg"
"1191601","No","carpenter","Content/carpenter/1.jpg","Content/dentist/0.jpg"
"1191601","No","drum","Content/drum/1.jpg","Content/globe/1.jpg"
"1191601","No","chef","Content/chef/1.jpg","Content/dentist/0.jpg"
"1191601","Yes","bear","Content/bear/0.jpg","NA"
"1191601","Yes","harp","Content/harp/0.jpg","NA"
"1191601","No","vase","Content/vase/1.jpg","Content/beverage/0.jpg"
"1191601","Yes","globe","Content/globe/1.jpg","NA"
"1191601","No","triangle","Content/triangle/0.jpg","Content/hexagon/0.jpg"
"1191601","No","vegetable","Content/vegetable/1.jpg","Content/clarinet/1.jpg"
"1191601","Yes","beverage","Content/beverage/2.jpg","NA"
"1191601","Yes","goat","Content/goat/1.jpg","NA"
"Test","Yes","hatchet","Content/hatchet/1.jpg","NA"
"Test","No","elephant","Content/elephant/0.jpg","Content/bear/1.jpg"
